gene_id	S_2_SARS_5dpi_S70003	S_2_mock_5dpi_S70002	S_3_SARS_5dpi_S69996	S_3_mock_5dpi_S69997
ENSG00000235848	0	0	0	0
ENSG00000138061	2348	3655	1295	1842
ENSG00000232973	15	36	0	11
ENSG00000280276	0	0	0	0
ENSG00000229160	0	0	0	0
ENSG00000199603	0	0	0	0
ENSG00000273006	0	0	0	0
ENSG00000227292	0	0	0	0
ENSG00000227770	37	17	29	26
ENSG00000213594	0	0	1	1
ENSG00000119787	117	257	729	994
ENSG00000231367	0	0	0	17
ENSG00000287313	0	0	0	0
ENSG00000235009	0	0	0	0
ENSG00000213553	4280	3903	5028	4769
ENSG00000271443	0	0	0	0
ENSG00000143889	759	1055	2334	1476
ENSG00000235586	5	4	0	16
ENSG00000143891	597	980	2027	896
ENSG00000232518	0	0	0	0
ENSG00000115875	2399	2943	3558	1943
ENSG00000152147	106	156	59	164
ENSG00000227238	0	0	0	0
ENSG00000232114	0	0	0	0
ENSG00000163214	29	75	81	1
ENSG00000223922	0	0	0	0
ENSG00000225284	0	0	0	0
ENSG00000188010	832	849	1030	849
ENSG00000207295	0	0	0	0
ENSG00000214694	0	0	0	0
ENSG00000265905	0	0	0	0
ENSG00000269210	0	0	0	0
ENSG00000115904	84	403	345	635
ENSG00000229692	0	0	0	0
ENSG00000206985	0	0	0	0
ENSG00000225900	0	0	0	0
ENSG00000202309	0	0	0	0
ENSG00000205111	0	1	0	0
ENSG00000011566	52	112	24	219
ENSG00000252473	0	0	0	0
ENSG00000273035	1	1	0	0
ENSG00000231312	198	166	530	15
ENSG00000152154	0	0	0	0
ENSG00000138050	262	428	796	552
ENSG00000227028	6	8	0	0
ENSG00000235653	0	0	0	0
ENSG00000183023	10	2	0	0
ENSG00000287255	0	0	0	0
ENSG00000285898	0	0	0	0
ENSG00000287468	0	0	0	0
ENSG00000233128	0	0	0	0
ENSG00000237442	0	1	0	0
ENSG00000287145	0	3	0	0
ENSG00000236090	431	253	973	820
ENSG00000236533	4	2	0	1
ENSG00000207218	0	0	0	0
ENSG00000214691	0	0	42	0
ENSG00000223245	0	0	0	0
ENSG00000234362	0	0	0	0
ENSG00000205086	0	0	0	0
ENSG00000226398	0	0	0	0
ENSG00000162878	26	3	1	2
ENSG00000224875	1	19	0	19
ENSG00000143924	486	752	1846	1210
ENSG00000115944	2739	2843	5066	3896
ENSG00000221300	0	0	0	0
ENSG00000171126	0	0	0	0
ENSG00000232526	0	0	0	0
ENSG00000236913	0	0	0	3
ENSG00000057935	402	272	1028	1040
ENSG00000273913	0	0	0	0
ENSG00000215263	0	0	0	0
ENSG00000226523	0	0	0	0
ENSG00000200550	0	0	0	0
ENSG00000162881	0	2	0	0
ENSG00000162882	610	393	3	321
ENSG00000226491	7	10	0	10
ENSG00000232202	3	9	6	18
ENSG00000224739	0	0	43	0
ENSG00000231826	0	0	0	0
ENSG00000233978	0	0	0	0
ENSG00000207087	0	0	0	0
ENSG00000230587	2	0	0	0
ENSG00000286796	0	36	0	0
ENSG00000287387	0	13	0	0
ENSG00000152518	606	735	1335	1352
ENSG00000279873	0	0	0	0
ENSG00000234936	5	9	0	0
ENSG00000115970	115	246	269	549
ENSG00000252804	0	0	0	0
ENSG00000264071	0	0	0	0
ENSG00000207411	0	0	0	0
ENSG00000152527	62	93	280	292
ENSG00000223658	24	1	0	0
ENSG00000229695	7	10	18	16
ENSG00000252490	0	0	0	0
ENSG00000138036	373	720	1032	951
ENSG00000138075	1	0	0	0
ENSG00000143921	2	0	1	0
ENSG00000138095	249	632	1195	1095
ENSG00000200924	0	0	0	0
ENSG00000264047	1	0	0	0
ENSG00000219391	0	0	2	0
ENSG00000252599	0	0	0	0
ENSG00000224637	0	0	1	0
ENSG00000273106	2	0	18	0
ENSG00000138032	207	752	887	965
ENSG00000285542	0	0	0	0
ENSG00000226972	37	66	82	60
ENSG00000138079	6	7	8	21
ENSG00000138078	399	1198	2421	1772
ENSG00000143919	146	240	436	550
ENSG00000259439	0	18	0	0
ENSG00000278957	0	0	0	0
ENSG00000274520	0	0	0	0
ENSG00000277311	0	0	0	0
ENSG00000276229	0	0	0	0
ENSG00000277809	0	0	0	0
ENSG00000276048	0	0	0	0
ENSG00000274547	0	0	0	0
ENSG00000276670	0	0	0	0
ENSG00000236502	3	1	0	0
ENSG00000138083	1	6	0	0
ENSG00000225156	0	0	0	0
ENSG00000231848	69	71	101	79
ENSG00000170577	2	7	0	0
ENSG00000231156	0	0	0	0
ENSG00000205054	0	0	0	0
ENSG00000231054	0	0	0	0
ENSG00000286728	3	0	0	0
ENSG00000286519	9	0	0	0
ENSG00000068784	258	249	716	689
ENSG00000239396	0	0	0	0
ENSG00000171132	151	119	0	229
ENSG00000228481	2	0	0	0
ENSG00000233829	0	0	0	0
ENSG00000232696	0	0	0	0
ENSG00000231336	0	0	0	0
ENSG00000233335	0	0	0	0
ENSG00000278764	0	0	0	0
ENSG00000116016	16679	15667	15735	13681
ENSG00000228100	0	0	0	0
ENSG00000187600	0	0	0	0
ENSG00000284608	0	0	0	0
ENSG00000241791	0	0	0	0
ENSG00000284701	0	0	0	0
ENSG00000250565	32	32	0	22
ENSG00000253515	0	0	0	0
ENSG00000119729	69	160	560	279
ENSG00000250116	1	0	2	0
ENSG00000151665	123	114	345	219
ENSG00000119878	553	958	1438	966
ENSG00000279254	4	0	0	0
ENSG00000222005	0	0	5	0
ENSG00000171150	630	453	398	831
ENSG00000239332	8	0	3	0
ENSG00000226548	0	0	0	0
ENSG00000228925	26	50	0	0
ENSG00000180398	1082	2138	3922	1561
ENSG00000068724	173	163	0	182
ENSG00000272814	0	0	0	0
ENSG00000233845	1	0	0	0
ENSG00000239605	0	0	0	0
ENSG00000273269	0	0	0	0
ENSG00000225187	0	0	3	0
ENSG00000143933	15927	17153	31778	23423
ENSG00000234690	9	22	113	125
ENSG00000226087	0	0	0	0
ENSG00000236824	0	1	1	0
ENSG00000119888	22440	20750	38081	35098
ENSG00000222685	0	0	0	0
ENSG00000207923	0	4	0	0
ENSG00000277396	0	0	0	0
ENSG00000095002	96	184	201	221
ENSG00000184261	22	0	0	0
ENSG00000235760	0	0	0	0
ENSG00000230979	1853	1604	2391	1973
ENSG00000116062	157	545	1227	1026
ENSG00000224443	0	1	0	0
ENSG00000224058	0	0	0	0
ENSG00000283502	0	0	0	0
ENSG00000138081	36	125	92	274
ENSG00000235369	0	5	0	1
ENSG00000236549	0	0	0	0
ENSG00000233230	8	3	0	9
ENSG00000230773	0	2	0	0
ENSG00000226473	0	0	0	0
ENSG00000275423	0	0	0	0
ENSG00000201010	0	0	0	0
ENSG00000170802	72	99	341	79
ENSG00000251889	0	0	0	0
ENSG00000272663	10	0	106	64
ENSG00000162869	41	109	188	165
ENSG00000202227	0	0	0	0
ENSG00000243244	6	0	0	0
ENSG00000068781	0	0	0	0
ENSG00000242441	0	0	0	0
ENSG00000279956	0	0	0	0
ENSG00000239995	0	0	0	0
ENSG00000138039	0	0	0	0
ENSG00000232285	0	0	0	0
ENSG00000282890	0	0	0	0
ENSG00000214602	0	0	0	0
ENSG00000170820	0	0	0	0
ENSG00000212036	0	0	0	0
ENSG00000282998	0	0	0	0
ENSG00000206915	0	0	0	0
ENSG00000282828	0	0	0	0
ENSG00000234253	8	4	9	6
ENSG00000212580	0	0	0	0
ENSG00000179915	9	46	0	0
ENSG00000285548	0	0	0	0
ENSG00000230327	0	0	0	0
ENSG00000283058	0	0	0	0
ENSG00000216191	0	0	0	0
ENSG00000238165	118	151	294	220
ENSG00000286412	1	0	0	0
ENSG00000231918	1	0	0	0
ENSG00000287867	0	0	0	0
ENSG00000224344	0	0	0	0
ENSG00000223710	0	0	0	0
ENSG00000230840	0	0	0	0
ENSG00000226366	0	0	0	0
ENSG00000287344	0	0	0	0
ENSG00000236538	0	0	0	5
ENSG00000202195	0	0	0	0
ENSG00000225444	0	0	0	0
ENSG00000225842	0	0	0	0
ENSG00000236837	1	0	0	0
ENSG00000204993	0	0	0	0
ENSG00000233083	0	0	0	0
ENSG00000264975	0	0	0	0
ENSG00000228033	1	1	0	0
ENSG00000232604	0	0	0	0
ENSG00000232668	0	0	0	0
ENSG00000251942	0	0	0	0
ENSG00000223897	0	0	0	0
ENSG00000115239	488	361	915	763
ENSG00000207456	0	0	0	0
ENSG00000143942	18	9	107	40
ENSG00000068912	2013	3560	4642	4073
ENSG00000265452	0	1	0	0
ENSG00000119737	118	107	324	102
ENSG00000068878	221	287	285	400
ENSG00000170634	242	279	331	225
ENSG00000235937	2	1	2	1
ENSG00000233266	10	9	2	5
ENSG00000241114	0	3	0	0
ENSG00000272156	1	0	0	0
ENSG00000252934	0	0	0	0
ENSG00000178021	0	0	0	0
ENSG00000177994	8	0	0	0
ENSG00000115306	1763	2545	8081	4263
ENSG00000228108	3	0	18	0
ENSG00000237887	0	0	5	0
ENSG00000234943	0	0	0	0
ENSG00000238018	11	0	29	27
ENSG00000214595	3	1	0	0
ENSG00000231334	0	0	0	0
ENSG00000285519	0	0	0	0
ENSG00000252507	0	0	0	0
ENSG00000115310	375	733	2050	1517
ENSG00000200086	0	0	0	0
ENSG00000162994	24	17	20	36
ENSG00000203327	0	11	0	0
ENSG00000227799	12	20	0	7
ENSG00000143947	6944	6148	11214	8404
ENSG00000085760	314	437	970	473
ENSG00000162997	46	141	12	0
ENSG00000240401	13	44	19	0
ENSG00000206964	0	0	0	0
ENSG00000115355	17	56	2	0
ENSG00000233594	4	3	3	1
ENSG00000238619	0	0	0	0
ENSG00000238493	0	0	0	0
ENSG00000239189	0	0	0	0
ENSG00000163001	647	919	1603	1480
ENSG00000275052	421	901	2341	1387
ENSG00000212175	0	0	0	0
ENSG00000272606	17	39	0	190
ENSG00000138035	183	263	1725	260
ENSG00000115380	575	631	624	170
ENSG00000202344	0	0	0	0
ENSG00000272180	0	0	0	0
ENSG00000226702	0	0	0	0
ENSG00000207548	0	0	0	0
ENSG00000207798	0	0	0	0
ENSG00000211520	0	0	0	0
ENSG00000229805	0	0	0	0
ENSG00000271894	0	0	0	0
ENSG00000233251	0	0	0	0
ENSG00000055813	0	0	0	0
ENSG00000199395	0	0	0	0
ENSG00000231570	0	0	0	0
ENSG00000271115	0	0	0	0
ENSG00000285755	0	0	0	0
ENSG00000270569	0	0	0	0
ENSG00000212168	0	0	0	0
ENSG00000271615	0	0	0	0
ENSG00000028116	646	530	892	896
ENSG00000287875	2	3	0	0
ENSG00000115392	139	191	459	471
ENSG00000273063	0	0	0	0
ENSG00000233426	458	454	502	626
ENSG00000225226	1	0	0	0
ENSG00000233723	6	0	0	0
ENSG00000231043	189	159	286	242
ENSG00000285673	0	0	1	0
ENSG00000222030	0	0	0	0
ENSG00000271955	0	0	0	0
ENSG00000233891	0	0	0	0
ENSG00000231815	0	0	0	0
ENSG00000270447	0	0	0	0
ENSG00000200101	0	0	0	0
ENSG00000252726	0	0	0	0
ENSG00000286604	0	0	0	0
ENSG00000285611	0	0	0	0
ENSG00000228590	0	1	0	0
ENSG00000287640	0	0	0	0
ENSG00000200807	0	0	0	0
ENSG00000266078	0	0	0	0
ENSG00000119866	78	94	63	99
ENSG00000233953	0	0	0	0
ENSG00000242158	0	0	0	0
ENSG00000271134	5	3	8	1
ENSG00000213495	0	0	0	0
ENSG00000252718	0	0	0	0
ENSG00000271707	11	10	4	7
ENSG00000115421	150	637	794	443
ENSG00000228414	0	0	0	0
ENSG00000241524	0	0	0	0
ENSG00000237024	6	0	5	4
ENSG00000162924	489	1135	1704	1002
ENSG00000201076	1	1	0	0
ENSG00000267520	0	0	0	0
ENSG00000237522	0	19	0	22
ENSG00000232713	1	6	0	5
ENSG00000162927	88	222	68	28
ENSG00000222251	0	0	0	0
ENSG00000162928	744	925	1077	1038
ENSG00000162929	44	37	72	11
ENSG00000274769	0	0	0	0
ENSG00000212978	148	152	114	340
ENSG00000237651	21	15	48	43
ENSG00000271889	0	0	0	0
ENSG00000173209	14	27	0	33
ENSG00000115464	129	309	1376	839
ENSG00000273302	0	0	0	111
ENSG00000271146	0	5	0	0
ENSG00000234624	95	115	86	134
ENSG00000206937	0	0	0	0
ENSG00000270820	29	21	20	0
ENSG00000082898	111	179	1470	160
ENSG00000285857	1	2	0	0
ENSG00000271243	0	0	0	0
ENSG00000226884	0	0	0	0
ENSG00000206973	0	0	0	0
ENSG00000213486	0	0	0	0
ENSG00000227361	22	35	51	36
ENSG00000229831	0	0	0	2
ENSG00000170264	30	64	86	209
ENSG00000230702	0	0	0	0
ENSG00000277498	0	0	0	0
ENSG00000115484	1420	2298	4178	2811
ENSG00000236498	0	0	0	0
ENSG00000286360	0	0	0	0
ENSG00000173163	998	668	1069	1183
ENSG00000278523	0	0	0	0
ENSG00000229839	6	0	41	22
ENSG00000242735	31	56	40	126
ENSG00000271657	0	0	0	0
ENSG00000170340	586	862	2711	1495
ENSG00000266097	0	0	0	0
ENSG00000239958	0	0	0	0
ENSG00000270335	0	0	0	0
ENSG00000228541	0	0	0	0
ENSG00000241625	0	0	0	0
ENSG00000186889	156	157	293	435
ENSG00000233702	0	0	0	0
ENSG00000229503	461	353	538	463
ENSG00000226622	0	0	0	0
ENSG00000232144	0	0	0	0
ENSG00000230595	0	0	0	0
ENSG00000115504	154	235	1077	414
ENSG00000252436	0	0	0	0
ENSG00000286524	0	0	0	0
ENSG00000226605	0	0	0	0
ENSG00000237162	0	0	0	0
ENSG00000231609	1	2	2	26
ENSG00000115507	35	92	0	0
ENSG00000270437	0	0	0	0
ENSG00000286480	0	0	0	0
ENSG00000232403	0	0	0	0
ENSG00000242412	0	0	0	0
ENSG00000143951	30	111	9	311
ENSG00000283636	0	0	0	0
ENSG00000233716	0	0	0	0
ENSG00000279485	0	0	0	1
ENSG00000014641	2117	2643	5134	4036
ENSG00000228305	563	648	1133	570
ENSG00000229920	1	0	0	0
ENSG00000234488	0	1	0	1
ENSG00000228872	0	0	0	0
ENSG00000229221	0	1	1	0
ENSG00000169764	2949	3722	6503	5546
ENSG00000251775	0	0	0	0
ENSG00000143952	31	91	34	261
ENSG00000228079	0	0	0	0
ENSG00000197329	133	240	505	151
ENSG00000225889	6	0	2	0
ENSG00000230923	4	0	0	0
ENSG00000270354	2	0	0	0
ENSG00000238012	2	0	0	0
ENSG00000238201	0	0	0	0
ENSG00000264297	0	0	0	0
ENSG00000283222	0	0	0	0
ENSG00000236148	2	0	3	0
ENSG00000223935	1	2	0	0
ENSG00000237217	0	0	0	0
ENSG00000119862	30	43	0	0
ENSG00000223863	0	0	0	0
ENSG00000260101	1	0	0	0
ENSG00000119844	220	431	614	506
ENSG00000283204	1	0	2	0
ENSG00000252414	0	0	0	0
ENSG00000233694	0	0	0	0
ENSG00000179833	278	489	165	348
ENSG00000226756	0	0	88	0
ENSG00000227791	2	6	0	2
ENSG00000275588	0	0	0	0
ENSG00000199964	0	0	0	0
ENSG00000287123	0	2	0	0
ENSG00000234572	0	1	0	0
ENSG00000237638	3	17	3	127
ENSG00000244534	0	0	0	0
ENSG00000227394	0	0	0	0
ENSG00000115902	211	558	41	229
ENSG00000252892	0	0	0	0
ENSG00000232613	0	0	0	0
ENSG00000011523	192	226	1475	609
ENSG00000138069	2925	5627	11282	6846
ENSG00000272025	0	0	0	0
ENSG00000273763	111	81	78	56
ENSG00000172974	2475	2296	3649	3019
ENSG00000138071	1159	2221	3313	2092
ENSG00000198369	103	140	176	142
ENSG00000232693	0	0	0	12
ENSG00000204929	2	2	3	4
ENSG00000234255	5	0	0	0
ENSG00000237979	1	0	0	0
ENSG00000223739	1	0	0	0
ENSG00000243029	1	0	0	0
ENSG00000251900	0	0	0	0
ENSG00000235725	0	0	0	0
ENSG00000281920	0	0	0	0
ENSG00000214533	3	4	7	6
ENSG00000280257	0	0	0	0
ENSG00000227293	0	0	0	0
ENSG00000225815	0	0	0	0
ENSG00000264525	0	0	0	0
ENSG00000232164	0	0	0	0
ENSG00000226819	0	0	0	0
ENSG00000143995	278	673	2908	1539
ENSG00000230749	2	5	9	0
ENSG00000232046	11	8	257	0
ENSG00000237179	0	0	0	0
ENSG00000224071	0	0	160	0
ENSG00000230355	3	6	1	0
ENSG00000230525	0	1	20	0
ENSG00000232688	0	0	0	0
ENSG00000223859	0	1	0	24
ENSG00000235885	0	8	0	22
ENSG00000236780	51	54	0	305
ENSG00000236605	0	0	0	0
ENSG00000143971	291	741	1580	863
ENSG00000224173	9	0	4	10
ENSG00000235495	0	0	0	0
ENSG00000286002	0	0	0	0
ENSG00000237013	10	19	0	94
ENSG00000235968	0	0	1	0
ENSG00000197223	327	503	716	1235
ENSG00000284932	0	0	0	0
ENSG00000243667	18	21	112	17
ENSG00000236259	1	8	18	13
ENSG00000273398	0	0	1	0
ENSG00000115946	168	311	1184	245
ENSG00000221823	28	62	14	8
ENSG00000273275	0	0	0	0
ENSG00000273064	0	0	0	0
ENSG00000119865	97	50	1	373
ENSG00000203395	0	0	0	0
ENSG00000115956	0	0	0	0
ENSG00000229462	0	0	0	0
ENSG00000204923	53	55	0	0
ENSG00000169621	69	183	322	190
ENSG00000214525	0	0	0	0
ENSG00000169618	0	0	0	0
ENSG00000163219	7	0	0	118
ENSG00000228329	0	0	0	0
ENSG00000237576	0	0	0	0
ENSG00000163217	0	0	0	0
ENSG00000283586	0	1	0	0
ENSG00000183607	7	0	0	0
ENSG00000169605	0	0	0	0
ENSG00000169604	43	0	0	0
ENSG00000286347	0	0	0	0
ENSG00000266649	0	0	0	0
ENSG00000251850	0	0	0	0
ENSG00000199460	0	0	0	0
ENSG00000271597	0	0	0	0
ENSG00000198380	733	1773	2721	2596
ENSG00000252250	0	0	0	0
ENSG00000169599	768	791	1639	1141
ENSG00000115977	180	212	575	554
ENSG00000244236	0	0	0	0
ENSG00000207016	0	0	0	0
ENSG00000232228	29	13	18	14
ENSG00000229948	0	3	0	0
ENSG00000196975	26260	27070	52453	48521
ENSG00000231024	0	0	0	0
ENSG00000087338	639	1452	2029	2726
ENSG00000275381	0	0	0	0
ENSG00000270723	0	0	0	0
ENSG00000124380	1663	2156	3839	2318
ENSG00000059728	333	394	1011	370
ENSG00000244617	8	2	0	0
ENSG00000179818	130	240	76	82
ENSG00000263669	1	0	4	0
ENSG00000169564	2712	2405	3479	2323
ENSG00000233060	0	0	0	0
ENSG00000225392	2	1	3	0
ENSG00000231327	3	0	0	0
ENSG00000115998	186	366	307	554
ENSG00000116001	239	521	1307	976
ENSG00000221238	0	0	0	0
ENSG00000231414	0	0	0	1
ENSG00000116005	1153	1925	2687	3166
ENSG00000143977	773	718	1437	749
ENSG00000035141	877	1030	3461	1637
ENSG00000233849	6	10	3	9
ENSG00000235289	0	0	1	0
ENSG00000229229	1	0	0	0
ENSG00000163235	908	2368	3230	2933
ENSG00000224606	0	8	0	0
ENSG00000075340	0	0	0	0
ENSG00000286979	0	0	0	0
ENSG00000235035	0	0	0	0
ENSG00000183733	0	0	0	0
ENSG00000228034	0	0	0	1
ENSG00000152672	0	10	0	0
ENSG00000231386	0	0	0	0
ENSG00000116031	2	0	0	33
ENSG00000237751	0	0	0	0
ENSG00000277764	3	0	0	0
ENSG00000116035	27	3	0	1
ENSG00000116039	5	9	240	0
ENSG00000258881	2	5	0	0
ENSG00000239322	0	3	0	38
ENSG00000226186	0	0	0	0
ENSG00000241159	0	0	0	0
ENSG00000144031	75	5	0	63
ENSG00000144043	110	208	118	505
ENSG00000228384	0	0	0	0
ENSG00000236469	0	0	0	0
ENSG00000205847	44	35	1	154
ENSG00000234485	1	0	1	0
ENSG00000234896	0	0	0	1
ENSG00000124357	3155	3266	3503	3328
ENSG00000272735	7	0	0	62
ENSG00000124370	31	62	310	52
ENSG00000288065	2	0	0	0
ENSG00000124383	428	966	666	637
ENSG00000233870	195	186	245	167
ENSG00000124374	86	71	42	128
ENSG00000075292	525	1119	2685	2521
ENSG00000281195	0	0	0	0
ENSG00000200779	0	0	0	0
ENSG00000135636	11	0	0	0
ENSG00000233971	1	2	2	0
ENSG00000003137	9	11	2	33
ENSG00000144036	221	434	522	763
ENSG00000228568	0	0	0	0
ENSG00000222536	0	0	0	0
ENSG00000212378	0	0	0	0
ENSG00000116096	1293	1328	2163	2449
ENSG00000135638	8	0	0	0
ENSG00000278060	0	0	0	0
ENSG00000144040	54	53	0	0
ENSG00000135631	200	246	154	141
ENSG00000272702	18	18	0	35
ENSG00000214513	0	1	0	0
ENSG00000135632	146	164	91	217
ENSG00000135617	627	640	340	422
ENSG00000135624	3134	3862	7925	5563
ENSG00000163013	2	6	0	0
ENSG00000135625	62	9	0	0
ENSG00000252988	0	0	0	0
ENSG00000287435	2	0	0	0
ENSG00000285068	0	0	0	0
ENSG00000214484	5	4	4	9
ENSG00000116127	28	69	0	238
ENSG00000230002	0	0	0	0
ENSG00000284902	0	0	0	0
ENSG00000144035	0	0	0	0
ENSG00000163016	0	0	0	0
ENSG00000204872	0	0	0	0
ENSG00000144034	455	598	941	718
ENSG00000273245	1	0	0	0
ENSG00000280037	0	0	2	0
ENSG00000144048	352	444	1660	1180
ENSG00000187833	0	0	0	0
ENSG00000287250	5	0	0	0
ENSG00000124356	459	983	1272	723
ENSG00000286244	0	0	0	0
ENSG00000271536	0	0	0	0
ENSG00000163017	2	2	1	131
ENSG00000114956	1382	1346	1589	1268
ENSG00000237883	6	0	0	0
ENSG00000201876	0	0	0	0
ENSG00000235499	6	11	0	0
ENSG00000187605	45	34	0	0
ENSG00000279181	0	0	0	0
ENSG00000257800	15	29	135	0
ENSG00000217702	0	1	0	0
ENSG00000163170	258	170	404	290
ENSG00000225439	77	0	147	1
ENSG00000114978	652	1604	4628	3324
ENSG00000279201	0	0	0	0
ENSG00000279070	0	0	0	0
ENSG00000065911	453	950	1510	717
ENSG00000264324	0	0	0	0
ENSG00000188687	1	0	0	0
ENSG00000229798	0	0	0	0
ENSG00000252214	0	0	0	0
ENSG00000234632	0	0	0	0
ENSG00000225658	0	0	0	0
ENSG00000204843	1148	1386	2505	1960
ENSG00000237737	0	1	0	0
ENSG00000159239	6	5	0	1
ENSG00000234521	0	2	0	0
ENSG00000284308	22	30	19	1
ENSG00000286623	0	0	0	0
ENSG00000233155	1	1	1	2
ENSG00000005448	1435	716	571	1186
ENSG00000114993	216	198	297	313
ENSG00000115274	3	3	0	3
ENSG00000274049	0	0	0	0
ENSG00000239779	72	88	94	112
ENSG00000115275	132	171	39	225
ENSG00000286883	0	4	0	2
ENSG00000204822	124	117	116	216
ENSG00000135637	77	55	1	0
ENSG00000115282	1000	1023	2191	1080
ENSG00000179528	3	0	83	0
ENSG00000272183	0	1	0	0
ENSG00000257702	26	29	109	58
ENSG00000115289	178	272	268	201
ENSG00000115297	0	0	0	0
ENSG00000144045	0	0	0	0
ENSG00000115307	2492	2211	5562	3271
ENSG00000115317	32	19	137	36
ENSG00000115318	3	39	1	1
ENSG00000115325	414	773	954	153
ENSG00000159374	9	8	0	0
ENSG00000233872	0	0	0	0
ENSG00000108442	1	1	4	3
ENSG00000135622	232	224	1110	392
ENSG00000287687	0	0	0	0
ENSG00000224646	0	0	0	0
ENSG00000286739	0	0	0	0
ENSG00000272711	0	0	0	0
ENSG00000159399	47	117	64	78
ENSG00000204792	14	57	0	0
ENSG00000236209	6	4	0	0
ENSG00000230836	0	0	0	0
ENSG00000115350	588	555	1159	510
ENSG00000115353	0	0	0	0
ENSG00000263909	0	0	0	0
ENSG00000270571	2	0	1	27
ENSG00000236167	0	0	0	0
ENSG00000115363	175	357	394	229
ENSG00000237293	0	0	0	0
ENSG00000238410	0	0	0	0
ENSG00000231172	5	6	0	0
ENSG00000230477	0	0	0	0
ENSG00000221638	0	0	0	0
ENSG00000115364	618	825	1498	737
ENSG00000226247	2	0	2	0
ENSG00000005436	176	490	286	315
ENSG00000270696	0	0	0	0
ENSG00000271452	0	0	0	0
ENSG00000270462	1	0	0	0
ENSG00000286045	0	0	2	4
ENSG00000270996	0	0	0	0
ENSG00000287474	0	0	0	0
ENSG00000233107	0	0	0	0
ENSG00000287172	0	0	0	0
ENSG00000287749	0	0	0	0
ENSG00000228209	0	0	0	0
ENSG00000271356	0	0	0	0
ENSG00000200488	10	9	13	7
ENSG00000251947	0	0	0	0
ENSG00000287026	0	0	0	0
ENSG00000287130	0	0	0	0
ENSG00000286202	0	0	0	0
ENSG00000176204	0	0	0	0
ENSG00000200028	0	0	0	0
ENSG00000287025	0	0	0	0
ENSG00000234653	0	0	0	0
ENSG00000286932	0	2	0	0
ENSG00000227088	0	0	0	15
ENSG00000230968	1	0	0	0
ENSG00000237077	1	0	0	0
ENSG00000233605	0	0	0	0
ENSG00000229494	0	0	0	0
ENSG00000214429	1	2	0	5
ENSG00000270470	0	0	0	0
ENSG00000234877	0	0	0	0
ENSG00000286260	0	0	0	0
ENSG00000202423	0	0	0	0
ENSG00000200048	0	0	0	0
ENSG00000143954	18	51	0	0
ENSG00000172023	723	1683	322	206
ENSG00000115386	23542	42601	22921	20172
ENSG00000204787	3	0	1	166
ENSG00000172016	1162	4036	190	370
ENSG00000224879	0	0	0	0
ENSG00000066032	3	20	0	31
ENSG00000286227	0	0	0	0
ENSG00000229385	0	0	0	0
ENSG00000277171	0	0	0	0
ENSG00000230237	0	0	0	0
ENSG00000252031	0	0	0	0
ENSG00000266436	0	0	0	0
ENSG00000276917	0	0	0	0
ENSG00000224731	0	0	0	0
ENSG00000223427	22	33	114	48
ENSG00000162951	0	14	0	0
ENSG00000237031	0	0	0	0
ENSG00000230975	0	0	0	0
ENSG00000234429	0	0	10	2
ENSG00000231722	0	0	0	0
ENSG00000235519	0	0	0	0
ENSG00000200890	0	0	0	0
ENSG00000233444	0	0	0	0
ENSG00000242118	0	0	0	0
ENSG00000231781	0	0	0	0
ENSG00000229560	0	0	0	0
ENSG00000252897	0	0	0	0
ENSG00000201311	0	0	0	0
ENSG00000237498	0	0	0	0
ENSG00000226860	0	0	0	0
ENSG00000226700	0	0	0	0
ENSG00000225045	0	0	0	0
ENSG00000224695	0	0	0	0
ENSG00000227789	0	0	0	0
ENSG00000286211	0	0	0	1
ENSG00000168129	0	0	0	0
ENSG00000223977	0	0	0	0
ENSG00000232548	0	0	0	0
ENSG00000224627	0	0	0	0
ENSG00000199295	0	0	0	0
ENSG00000228225	0	0	0	0
ENSG00000228902	0	0	0	0
ENSG00000182814	152	109	241	197
ENSG00000228272	0	0	0	0
ENSG00000163541	2802	3026	5225	4845
ENSG00000115423	16	10	753	1
ENSG00000259056	0	0	0	0
ENSG00000235847	2226	1313	3554	2938
ENSG00000186854	0	0	0	0
ENSG00000276362	0	0	0	0
ENSG00000213400	0	0	0	0
ENSG00000034510	67353	45942	80989	70502
ENSG00000213399	7	5	7	4
ENSG00000287625	1	0	0	38
ENSG00000176407	591	725	625	1103
ENSG00000260840	3	0	0	0
ENSG00000235463	0	0	0	0
ENSG00000225787	64	41	122	60
ENSG00000152284	2	4	0	0
ENSG00000231134	1	0	0	0
ENSG00000200701	0	0	0	0
ENSG00000230299	0	0	0	0
ENSG00000246575	10	7	3	0
ENSG00000152291	5016	11706	10518	9408
ENSG00000239143	2	0	0	0
ENSG00000270532	628	471	725	669
ENSG00000042445	1121	1317	2197	866
ENSG00000115459	186	403	802	275
ENSG00000271014	0	0	0	0
ENSG00000202382	0	0	0	0
ENSG00000278590	0	0	0	0
ENSG00000273196	3	6	11	6
ENSG00000042493	8434	6046	9677	6694
ENSG00000286011	1	0	1	0
ENSG00000152292	5	0	0	0
ENSG00000207207	0	0	0	0
ENSG00000244399	0	0	0	0
ENSG00000199936	0	0	0	0
ENSG00000229648	0	0	0	0
ENSG00000286532	83	63	0	84
ENSG00000168906	2310	3897	4206	3665
ENSG00000115486	621	1232	746	1502
ENSG00000118640	6397	5692	8812	6772
